"","Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"1312",2772,190,"RL",7000,"Pave","None","Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","2fmCon","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",953,"Unf",0,72,1025,"GasA","TA","Y","SBrkr",1025,0,0,1025,1,0,1,0,3,1,"TA",6,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",96,80,0,0,0,0,"None","None","None",0,3,2006,"WD","Normal"
"1313",2773,70,"RM",9856,"Pave","Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1900,2005,"Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","PConc","Fa","TA","No","Unf",0,"Unf",0,716,716,"GasA","Ex","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"TA",8,"Typ",0,"None","Detchd",1900,"Unf",2,624,"TA","TA","Y",0,72,167,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1314",2774,50,"RM",9600,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",264,"TA","TA","CBlock","TA","TA","No","Rec",276,"Unf",0,936,1212,"GasA","Gd","Y","FuseA",1226,442,0,1668,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,140,0,0,0,"None","None","None",0,5,2006,"WD","Normal"
"1315",2775,50,"RM",5520,"Pave","None","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1920,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","Fa","No","LwQ",284,"Unf",0,863,1147,"GasA","TA","N","SBrkr",1147,510,0,1657,0,0,1,0,4,1,"Fa",9,"Typ",1,"TA","Detchd",1920,"Unf",1,162,"Fa","Fa","N",0,0,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal"
"1316",2776,50,"RM",9600,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1900,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",940,476,0,1416,0,1,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",1956,"Unf",2,400,"TA","TA","Y",0,24,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1317",2777,70,"RM",6451,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1900,1970,"Gable","CompShg","AsbShng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Rec",208,"Unf",0,504,712,"GasA","Gd","Y","SBrkr",848,580,0,1428,1,0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd",1985,"Fin",2,576,"TA","TA","Y",264,0,84,0,0,0,"None","None","None",0,5,2006,"WD","Normal"
"1318",2778,70,"RM",3960,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,502,502,"GasA","TA","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Gd",5,"Typ",1,"Po","Detchd",1930,"Unf",1,200,"Fa","TA","N",280,0,68,0,0,0,"None","MnPrv","None",0,7,2006,"WD","Normal"
"1319",2779,190,"RM",7745,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",4,6,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,938,938,"GasA","Gd","N","SBrkr",1084,867,0,1951,0,0,2,0,4,2,"Fa",9,"Typ",0,"None","Detchd",1993,"Unf",2,576,"TA","TA","P",0,6,28,0,0,0,"None","None","None",0,4,2006,"WD","Normal"
"1320",2780,30,"RM",7741,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","BLQ",143,"Rec",72,817,1032,"GasA","Gd","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1995,"Unf",1,280,"TA","TA","Y",0,0,112,0,0,0,"None","MnPrv","None",0,6,2006,"COD","Abnorml"
"1321",2781,30,"RM",5633,"Pave","Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,844,844,"GasA","TA","Y","SBrkr",844,0,0,844,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1925,"Unf",1,216,"TA","TA","N",50,81,123,0,0,0,"None","None","None",0,7,2006,"WD","Normal"
"1322",2782,20,"RM",7200,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1952,"RFn",1,528,"TA","TA","Y",0,0,0,0,115,0,"None","None","None",0,8,2006,"COD","Normal"
"1323",2783,70,"RM",7614,"Pave","Grvl","Reg","Lvl","Inside","Mod","OldTown","Norm","Norm","1Fam","2Story",3,5,1905,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,738,738,"GasA","Gd","Y","FuseA",714,662,0,1376,0,0,1,0,2,1,"TA",7,"Typ",0,"None","Detchd",1930,"Unf",1,216,"TA","TA","N",0,0,104,0,225,0,"None","None","None",0,3,2006,"WD","Normal"
"1324",2784,190,"RM",6000,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",576,"Unf",0,384,960,"GasA","TA","Y","FuseA",960,0,0,960,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1325",2785,50,"RM",6000,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",145,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,750,0,1566,0,0,1,1,5,1,"Gd",7,"Typ",0,"None","Detchd",1976,"Unf",2,450,"TA","TA","Y",24,0,296,0,0,0,"None","MnPrv","None",0,8,2006,"WD","Normal"
"1326",2786,30,"RM",7830,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,1921,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Fa","TA","No","LwQ",416,"Unf",0,76,492,"GasA","TA","Y","SBrkr",492,0,0,492,1,0,1,0,1,1,"TA",3,"Typ",0,"None","Detchd",1921,"Unf",1,200,"Fa","TA","N",0,0,78,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1327",2787,50,"RM",9576,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",310,"Unf",0,460,770,"GasA","TA","Y","SBrkr",885,297,0,1182,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd",1945,"Unf",1,378,"Fa","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,5,2006,"WD","Normal"
"1328",2788,30,"RM",5747,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,4,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,798,798,"GasA","Gd","Y","SBrkr",840,0,0,840,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","Detchd",1938,"Unf",1,250,"TA","Fa","N",112,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1329",2789,75,"RM",6300,"Pave","None","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"TA",9,"Typ",0,"None","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"None","None","None",0,7,2006,"WD","Normal"
"1330",2790,90,"RM",5976,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","N","FuseA",624,624,0,1248,0,0,2,0,2,2,"TA",8,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,130,256,0,0,0,"None","None","None",0,12,2006,"WD","Normal"
"1331",2791,20,"RM",9750,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Ex","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",2002,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"None","None","Gar2",4500,7,2006,"WD","Normal"
"1332",2792,50,"C (all)",4761,"Pave","None","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",3,3,1918,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1020,1020,"GasA","Fa","N","FuseP",1020,0,0,1020,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,0,105,0,0,0,"None","None","None",0,10,2006,"ConLD","Normal"
"1333",2793,70,"RL",11737,"Pave","None","IR1","Bnk","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,7,1924,1996,"Gambrel","CompShg","BrkComm","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,848,848,"GasW","TA","N","SBrkr",1017,810,0,1827,0,0,1,0,2,1,"TA",9,"Typ",1,"Gd","Detchd",1943,"Unf",1,240,"Fa","TA","Y",27,36,42,0,0,0,"None","GdPrv","None",0,5,2006,"WD","Normal"
"1334",2794,50,"RM",6120,"Pave","None","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",3,5,1930,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",347,"Unf",0,381,728,"GasA","Ex","Y","SBrkr",728,434,0,1162,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1930,"Unf",1,258,"Fa","Po","Y",0,24,0,0,0,0,"None","None","None",0,11,2006,"ConLI","Abnorml"
"1335",2795,50,"RM",6120,"Pave","None","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1984,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,741,741,"GasA","Gd","Y","SBrkr",741,583,0,1324,0,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",1930,"Unf",1,180,"Fa","TA","Y",0,0,55,0,0,0,"None","None","None",0,2,2006,"WD","Normal"
"1336",2796,30,"RL",11672,"Pave","Pave","IR2","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","FuseA",816,0,0,816,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1925,"Unf",1,210,"Fa","Fa","N",168,0,112,0,0,0,"None","None","None",0,7,2006,"WD","Normal"
"1337",2797,50,"RM",33120,"Pave","None","IR3","Lvl","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1595,1595,"GasA","TA","Y","SBrkr",1611,875,0,2486,0,0,2,0,5,1,"TA",8,"Typ",1,"Gd","Detchd",1962,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,10,2006,"WD","Normal"
"1338",2798,50,"RM",10320,"Pave","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,596,596,"GasA","Po","Y","FuseF",834,596,0,1430,0,0,2,0,3,1,"Fa",7,"Typ",0,"None","Detchd",1924,"Unf",2,370,"Fa","Fa","Y",218,0,0,0,210,0,"None","None","None",0,10,2006,"WD","Abnorml"
"1339",2799,70,"RM",7518,"Pave","None","Reg","Lvl","FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,8,1910,2004,"Gable","CompShg","AsbShng","Plywood","None",0,"Fa","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,396,396,"GasA","Gd","Y","SBrkr",665,665,0,1330,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",2001,"Unf",1,390,"TA","TA","N",0,72,45,0,0,0,"None","MnPrv","None",0,7,2006,"WD","Normal"
"1340",2800,30,"RM",9000,"Pave","None","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,4,1919,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,610,610,"GasA","Ex","N","FuseA",819,0,0,819,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,9,2006,"WD","Abnorml"
"1341",2801,30,"RM",7200,"Pave","None","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",343,"Unf",0,641,984,"GasA","TA","Y","FuseF",984,0,0,984,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1930,"Unf",1,308,"TA","TA","N",0,0,164,0,0,0,"None","None","None",0,3,2006,"ConLI","Family"
"1342",2802,50,"RL",12375,"Pave","None","Reg","Lvl","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard","Stone",41,"TA","Fa","CBlock","TA","TA","No","BLQ",329,"Unf",0,477,806,"GasA","TA","Y","SBrkr",1081,341,0,1422,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","Detchd",1951,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,6,2006,"WD","Normal"
"1343",2803,90,"RL",11136,"Pave","None","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Feedr","Duplex","1Story",6,5,1964,1964,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1921,1921,"GasA","TA","Y","SBrkr",1921,0,0,1921,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Detchd",1964,"Unf",2,576,"TA","TA","Y",0,180,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal"
"1344",2804,20,"RL",21370,"Pave","None","Reg","Lvl","FR2","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","FuseA",1640,0,0,1640,0,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1950,"RFn",2,394,"TA","TA","Y",0,0,225,0,0,0,"None","None","Shed",600,6,2006,"WD","Normal"
"1345",2805,30,"RL",8250,"Pave","None","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","N","SBrkr",1032,0,0,1032,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Detchd",1939,"Unf",1,260,"TA","TA","Y",0,0,121,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1346",2806,30,"RL",5220,"Pave","None","IR1","Lvl","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",5,3,1936,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,830,830,"GasA","Gd","Y","SBrkr",879,0,0,879,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1936,"Unf",1,180,"TA","TA","P",0,108,0,0,0,0,"None","None","None",0,1,2006,"WD","Normal"
"1347",2807,20,"RL",5500,"Pave","None","Reg","Lvl","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","Mn","GLQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"None","Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal"
"1348",2808,20,"RL",11327,"Pave","None","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",305,"TA","TA","CBlock","TA","TA","Av","ALQ",779,"Unf",0,285,1064,"GasA","TA","Y","SBrkr",1064,0,0,1064,0,1,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1967,"Unf",2,528,"TA","TA","Y",314,48,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1349",2809,80,"RL",10366,"Pave","None","IR1","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1964,1964,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Av","GLQ",456,"Unf",0,456,912,"GasA","TA","Y","SBrkr",934,0,0,934,0,1,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1964,"Unf",1,336,"TA","TA","Y",77,0,0,0,0,0,"None","GdPrv","Shed",500,7,2006,"WD","Normal"
"1350",2810,20,"RL",9000,"Pave","None","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",773,"Unf",0,286,1059,"GasA","Gd","Y","SBrkr",1059,0,0,1059,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1966,"Fin",1,286,"TA","TA","Y",0,88,0,0,0,0,"None","GdWo","None",0,6,2006,"WD","Abnorml"
"1351",2811,20,"RL",9535,"Pave","None","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",450,"TA","TA","CBlock","TA","TA","No","BLQ",194,"LwQ",982,0,1176,"GasA","TA","Y","SBrkr",1458,0,0,1458,1,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1967,"Unf",2,512,"TA","TA","Y",284,0,0,0,0,0,"None","MnPrv","None",0,7,2006,"WD","Normal"
"1352",2812,80,"RL",7176,"Pave","None","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","Gd","Gd","GLQ",794,"Unf",0,166,960,"GasA","Fa","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1979,"Unf",2,616,"TA","TA","Y",131,0,0,0,180,0,"None","GdPrv","None",0,7,2006,"WD","Normal"
"1353",2813,90,"RL",9662,"Pave","None","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1967,1967,"GasA","TA","Y","SBrkr",1967,0,0,1967,0,0,2,0,6,2,"TA",10,"Typ",0,"None","Attchd",1977,"Fin",2,580,"TA","TA","Y",170,0,0,0,0,0,"None","None","None",0,8,2006,"WD","Normal"
"1354",2814,90,"RL",8235,"Pave","None","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",99,"TA","TA","CBlock","TA","TA","No","Rec",483,"Unf",0,1466,1949,"GasA","TA","Y","SBrkr",1949,0,0,1949,0,0,2,0,6,2,"TA",10,"Typ",0,"None","Attchd",1977,"RFn",2,586,"TA","TA","Y",32,0,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal"
"1355",2815,30,"RL",17529,"Pave","None","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1924,1950,"Gable","CompShg","BrkFace","Wd Sdng","Stone",65,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,872,872,"GasA","Fa","N","FuseF",872,0,0,872,0,0,1,0,2,1,"Fa",5,"Mod",1,"Gd","Detchd",1924,"Unf",1,322,"Fa","Fa","N",0,0,116,0,0,0,"None","None","None",0,4,2006,"WD","Normal"
"1356",2816,20,"RL",20355,"Pave","None","Reg","Low","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,6,1967,1967,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",123,"TA","TA","CBlock","Gd","TA","Av","Rec",810,"ALQ",826,229,1865,"GasA","TA","Y","SBrkr",1830,0,0,1830,1,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd",1967,"Unf",2,521,"TA","TA","Y",0,115,168,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1357",2817,20,"RL",13050,"Pave","None","Reg","Low","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Flat","Tar&Grv","WdShing","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Av","Rec",104,"ALQ",850,46,1000,"GasA","Ex","Y","SBrkr",1000,0,0,1000,1,0,1,0,1,1,"TA",4,"Typ",2,"TA","Attchd",1993,"Unf",2,575,"TA","TA","Y",238,0,148,0,0,0,"None","None","None",0,4,2006,"WD","Normal"
"1358",2818,85,"RL",10820,"Pave","None","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","SFoyer",5,7,1971,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",153,"TA","TA","PConc","Gd","TA","Av","GLQ",535,"Rec",159,88,782,"GasA","Ex","Y","SBrkr",810,0,0,810,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1973,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,6,2006,"WD","Normal"
"1359",2819,150,"RL",1700,"Pave","None","Reg","HLS","Inside","Gtl","ClearCr","Norm","Norm","Twnhs","1.5Fin",7,5,1980,1981,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",397,"Unf",0,33,430,"GasA","TA","Y","SBrkr",880,680,140,1700,1,0,2,1,2,1,"Gd",7,"Typ",0,"None","Basment",1980,"Fin",1,450,"Gd","TA","Y",188,36,0,0,200,0,"None","None","None",0,4,2006,"WD","Normal"
"1360",2820,20,"RL",9375,"Pave","None","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",799,"Unf",0,168,967,"GasA","Ex","Y","SBrkr",1350,0,0,1350,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1954,"RFn",2,504,"TA","TA","Y",237,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal"
"1361",2821,50,"RL",6488,"Pave","None","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1942,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",230,"Unf",0,569,799,"GasA","Ex","N","FuseA",799,351,0,1150,0,0,1,0,3,1,"TA",6,"Mod",2,"TA","BuiltIn",1942,"Unf",1,215,"TA","TA","Y",264,0,0,0,0,0,"None","None","None",0,3,2006,"WD","Family"
"1362",2822,70,"RL",19950,"Pave","None","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1928,1950,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",1337,672,0,2009,0,0,2,0,4,1,"TA",8,"Typ",2,"Gd","2Types",1928,"Unf",3,795,"TA","TA","P",0,42,0,0,180,0,"None","None","None",0,12,2006,"WD","Normal"
